Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Vegetable Fried Rice,"Parippu, Chicken Curry, Green Pea Curry, Ginger Chicken, Vegetable Cutlets","Vegetable Fried Rice with Parippu, Chicken Curry, Green Pea Curry, Ginger Chicken, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken, Green pea,  Chillies,  Ginger, Carrot,  Potatoes","500.0, 100.0, 100.0, 25.0, 35.0, 12.5, 50.0, 165.0, 25.0, 260.0, 150.0, 60.0, 50.0, 30.0, 40.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLH006, SLC007,  SLI005, SLK002, SLK012,  SLB006,  SLK002"
Vegetable Fried Rice,"Parippu, Wambatu Moju, Devilled Chicken, Ala Badun, Fish Cutlets","Vegetable Fried Rice with Parippu, Wambatu Moju, Devilled Chicken, Ala Badun, Fish Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Chicken,  Chili,  Curry leaves, Onion, Potato,  Oil, chilli, Fish,  Potatoes,  Chillies","500.0, 100.0, 100.0, 105.0, 15.0, 12.5, 50.0, 50.0, 25.0, 80.0, 2.0, 20.0, 150.0, 15.0, 30.0, 60.0, 80.0, 20.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLD019, SLI017, , SLD082, SLH006, SLK002, SLB006, SLJ002, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Ala Badun, Cashew Curry, Vegetable Cutlets, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Ala Badun, Cashew Curry, Vegetable Cutlets, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Potato,  Oil, chilli, Cashew,  Chillies, Carrot,  Potatoes,  leeks,  Jackfruit","500.0, 100.0, 100.0, 145.0, 40.0, 12.5, 200.0, 125.0, 160.0, 40.0, 20.0, 150.0, 50.0, 90.0, 80.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLB006, SLJ002, SLI004,  SLI005, SLK002,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Ala Badun, Tapioca Chips, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Ala Badun, Tapioca Chips, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion, Potato,  Oil, chilli, Tapioca,  Salt,  chillies, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 115.0, 40.0, 12.5, 400.0, 50.0, 20.0, 40.0, 80.0, 120.0, 70.0, 15.0, 100.0, 20.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLB006, SLJ002, SLB011,  SLJ002,  SLK002,  SLD055,  SLD049,  SLB006,  SLK018"
Vegetable Fried Rice,"Wambatu Moju, Devilled Chicken, Green Pea Curry, Ginger Chicken, Vegetable Balls","Vegetable Fried Rice with Wambatu Moju, Devilled Chicken, Green Pea Curry, Ginger Chicken, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Chili,  Curry leaves, Onion, Green pea,  Coconut milk,  Chillies,  Ginger, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 50.0, 15.0, 12.5, 100.0, 2.5, 25.0, 300.0, 20.0, 40.0, 80.0, 150.0, 75.0, 50.0, 50.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLD082, SLH006, SLK002, SLC007,  SLI005, SLK012,  SLD055,  SLD049,  SLB006,  SLK018"
Vegetable Fried Rice,"Parippu, Wambatu Moju, potatoe cheese Balls, Vegetable Balls, Ginger Chicken","Vegetable Fried Rice with Parippu, Wambatu Moju, potatoe cheese Balls, Vegetable Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, cheese,  Potatoes,  pepper, Carrot,  leeks,  Jackfruit, Chicken","500.0, 100.0, 100.0, 45.0, 15.0, 12.5, 50.0, 50.0, 25.0, 80.0, 2.0, 20.0, 90.0, 230.0, 55.0, 60.0, 100.0, 20.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLD019, SLI017, , SLD082, SLG002,  SLB006,  SLK018,  SLD055,  SLD049, SLH006, SLK012, SLK002"
Vegetable Fried Rice,"Chicken Curry, Parippu, Wambatu Moju, Ginger Chicken, Tapioca Chips","Vegetable Fried Rice with Chicken Curry, Parippu, Wambatu Moju, Ginger Chicken, Tapioca Chips","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder, Eggplant,  Vinegar, tomato sause,  Ginger,  Chillies, Tapioca,  Oil,  Salt,  chillies","500.0, 100.0, 100.0, 40.0, 40.0, 12.5, 300.0, 90.0, 40.0, 20.0, 60.0, 1.5, 15.0, 50.0, 20.0, 50.0, 20.0, 10.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC009, SLK019, SLD019, SLI017, , SLD082, SLK012, SLK002, SLB011,  SLJ002,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Ala Badun, Ginger Chicken, Fish Cutlets, Vegetable Cutlets","Vegetable Fried Rice with Chicken Curry, Ala Badun, Ginger Chicken, Fish Cutlets, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Potato,  Oil, chilli,  Ginger,  Chillies, Fish,  Potatoes, Carrot","500.0, 100.0, 100.0, 145.0, 40.0, 12.5, 350.0, 50.0, 160.0, 40.0, 20.0, 75.0, 60.0, 60.0, 140.0, 30.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLB006, SLJ002, SLK012, SLK002, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Devilled Fish, Fish Cutlets, Vegetable Cutlets, potatoe cheese Balls, Vegetable Balls","Vegetable Fried Rice with Devilled Fish, Fish Cutlets, Vegetable Cutlets, potatoe cheese Balls, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, Onion,  Potatoes,  Chillies, Carrot, cheese,  pepper,  leeks,  Jackfruit","500.0, 100.0, 100.0, 25.0, 15.0, 12.5, 370.0, 25.0, 25.0, 100.0, 440.0, 70.0, 120.0, 60.0, 20.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLF006, SLK002, SLF034,  SLB006,  SLK002, SLG002,  SLK018,  SLD055,  SLD049"
Vegetable Fried Rice,"Chicken Curry, Wambatu Moju, Devilled Fish, Ala Badun, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Wambatu Moju, Devilled Fish, Ala Badun, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, tomato sause, Fish,  Chili,  Curry leaves, Onion, Potato,  Oil, chilli, cheese,  Potatoes,  pepper","500.0, 100.0, 100.0, 105.0, 40.0, 12.5, 200.0, 50.0, 80.0, 2.0, 20.0, 150.0, 15.0, 15.0, 60.0, 80.0, 20.0, 10.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLD019, SLI017, , SLD082, SLF006, SLK002, SLB006, SLJ002, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Wambatu Moju, Devilled Fish, Ala Badun, Vegetable Cutlets","Vegetable Fried Rice with Chicken Curry, Wambatu Moju, Devilled Fish, Ala Badun, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, tomato sause, Fish,  Chili,  Curry leaves, Onion, Potato,  Oil, chilli, Carrot,  Potatoes,  Chillies","500.0, 100.0, 100.0, 105.0, 40.0, 12.5, 200.0, 50.0, 80.0, 2.0, 20.0, 150.0, 15.0, 15.0, 60.0, 80.0, 20.0, 10.0, 30.0, 40.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLD019, SLI017, , SLD082, SLF006, SLK002, SLB006, SLJ002,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Cashew Curry, Ginger Chicken, Fish Cutlets, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Cashew Curry, Ginger Chicken, Fish Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Cashew,  Chillies,  Ginger, Fish,  Potatoes","500.0, 100.0, 100.0, 25.0, 40.0, 12.5, 400.0, 150.0, 200.0, 100.0, 100.0, 60.0, 100.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLI004,  SLI005, SLK002, SLK012, SLF034,  SLB006,  SLK002"
Chicken Biryani,"Chicken Curry, Devilled Chicken, Devilled Beef","Chicken Biryani with Chicken Curry, Devilled Chicken, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion, Beef,  Oil,  chillies","300.0, 150.0, 60.0, 30.0, 9.0, 220.0, 30.0, 10.0, 20.0, 40.0, 80.0, 30.0, 5.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLH016, SLJ002"
Chicken Biryani,"Chicken Curry, Devilled Fish, Chickpea Salad","Chicken Biryani with Chicken Curry, Devilled Fish, Chickpea Salad","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, Onion, Chickpeas,  Carrot,  Cabbage","300.0, 150.0, 60.0, 30.0, 9.0, 120.0, 30.0, 100.0, 10.0, 10.0, 40.0, 60.0, 30.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLF006, SLK002, SLI013, SLB002, SLD021"
Chicken Biryani,"Chicken Curry, Devilled Chicken, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Chicken, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion,  Ginger,  Chillies","300.0, 150.0, 60.0, 30.0, 9.0, 270.0, 30.0, 10.0, 20.0, 40.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLK012"
Chicken Biryani,"Chicken Curry, Devilled Fish, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Fish, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, Onion,  Ginger,  Chillies","300.0, 150.0, 60.0, 30.0, 9.0, 170.0, 30.0, 100.0, 10.0, 10.0, 40.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLF006, SLK002, SLK012"
Chicken Biryani,"Chicken Curry, Devilled Beef, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Beef,  Oil,  chillies,  Ginger,  Chillies","300.0, 150.0, 60.0, 30.0, 9.0, 170.0, 30.0, 160.0, 60.0, 10.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLH016, SLJ002, SLK002, SLK012"
Chicken Biryani,"Devilled Chicken, Chickpea Salad, Ginger Chicken","Chicken Biryani with Devilled Chicken, Chickpea Salad, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Chickpeas,  Carrot,  Cabbage,  Ginger,  Chillies","300.0, 150.0, 60.0, 15.0, 9.0, 200.0, 15.0, 30.0, 60.0, 120.0, 60.0, 60.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLK002, SLI013, SLB002, SLD021, SLK012"
Chicken Biryani,"Devilled Fish, Ginger Chicken, Ginger Chicken","Chicken Biryani with Devilled Fish, Ginger Chicken, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, Onion, Chicken,  Ginger,  Chillies","300.0, 150.0, 60.0, 15.0, 9.0, 150.0, 15.0, 15.0, 60.0, 150.0, 75.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLF006, SLK002, SLK012"
Chicken Biryani,"Chicken Curry, Devilled Chicken, Devilled Fish","Chicken Biryani with Chicken Curry, Devilled Chicken, Devilled Fish","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion, Fish","300.0, 150.0, 60.0, 30.0, 9.0, 220.0, 30.0, 15.0, 25.0, 60.0, 50.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLF006"
Chicken Biryani,"Chicken Curry, Ginger Chicken, Ginger Chicken","Chicken Biryani with Chicken Curry, Ginger Chicken, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies","300.0, 150.0, 60.0, 30.0, 9.0, 270.0, 30.0, 75.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK012, SLK002"
Chicken Biryani,"Devilled Fish, Ginger Chicken, Chickpea Salad","Chicken Biryani with Devilled Fish, Ginger Chicken, Chickpea Salad","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, Onion, Chicken,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage","300.0, 150.0, 60.0, 15.0, 9.0, 150.0, 15.0, 15.0, 60.0, 100.0, 50.0, 20.0, 60.0, 30.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLF006, SLK002, SLK012, SLI013, SLB002, SLD021"
Chicken Biryani,"Chicken Curry, Chicken Curry, Devilled Chicken, Devilled Fish","Chicken Biryani with Chicken Curry, Chicken Curry, Devilled Chicken, Devilled Fish","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion, Fish","400.0, 200.0, 80.0, 55.0, 12.0, 380.0, 70.0, 15.0, 25.0, 60.0, 50.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLF006"
Chicken Biryani,"Devilled Chicken, Devilled Fish, Ginger Chicken, Devilled Beef","Chicken Biryani with Devilled Chicken, Devilled Fish, Ginger Chicken, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Fish,  Ginger,  Chillies, Beef,  Oil,  chillies","400.0, 200.0, 80.0, 20.0, 12.0, 300.0, 35.0, 55.0, 140.0, 150.0, 50.0, 20.0, 80.0, 30.0, 5.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLK002, SLF006, SLK012, SLH016, SLJ002"
Chicken Biryani,"Chicken Curry, Ginger Chicken, Devilled Beef, Ginger Chicken","Chicken Biryani with Chicken Curry, Ginger Chicken, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Beef,  Oil,  chillies","400.0, 200.0, 80.0, 40.0, 12.0, 360.0, 40.0, 100.0, 40.0, 160.0, 60.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK012, SLK002, SLH016, SLJ002"
Chicken Biryani,"Chicken Curry, Devilled Chicken, Ginger Chicken, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Chicken, Ginger Chicken, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion,  Ginger,  Chillies","400.0, 200.0, 80.0, 40.0, 12.0, 460.0, 40.0, 15.0, 30.0, 60.0, 75.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLK012"
Chicken Biryani,"Chicken Curry, Devilled Chicken, Devilled Fish, Devilled Beef","Chicken Biryani with Chicken Curry, Devilled Chicken, Devilled Fish, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion, Fish, Beef,  Oil,  chillies","400.0, 200.0, 80.0, 40.0, 12.0, 310.0, 40.0, 25.0, 40.0, 100.0, 100.0, 80.0, 30.0, 5.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLF006, SLH016, SLJ002"
Chicken Biryani,"Chicken Curry, Chicken Curry, Devilled Chicken, Ginger Chicken","Chicken Biryani with Chicken Curry, Chicken Curry, Devilled Chicken, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion,  Ginger,  Chillies","400.0, 200.0, 80.0, 55.0, 12.0, 430.0, 70.0, 10.0, 20.0, 40.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLK012"
Chicken Biryani,"Chicken Curry, Devilled Chicken, Devilled Beef, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Chicken, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion, Beef,  Oil,  chillies,  Ginger,  Chillies","400.0, 200.0, 80.0, 40.0, 12.0, 360.0, 40.0, 15.0, 30.0, 60.0, 160.0, 60.0, 10.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLH016, SLJ002, SLK012"
Chicken Biryani,"Chicken Curry, Devilled Chicken, Devilled Fish, Chickpea Salad","Chicken Biryani with Chicken Curry, Devilled Chicken, Devilled Fish, Chickpea Salad","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion, Fish, Chickpeas,  Carrot,  Cabbage","400.0, 200.0, 80.0, 40.0, 12.0, 310.0, 40.0, 25.0, 40.0, 100.0, 100.0, 60.0, 30.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLF006, SLI013, SLB002, SLD021"
Chicken Biryani,"Chicken Curry, Chicken Curry, Ginger Chicken, Devilled Beef","Chicken Biryani with Chicken Curry, Chicken Curry, Ginger Chicken, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Beef,  Oil,  chillies","400.0, 200.0, 80.0, 55.0, 12.0, 380.0, 70.0, 50.0, 20.0, 80.0, 30.0, 5.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK012, SLK002, SLH016, SLJ002"
Chicken Biryani,"Chicken Curry, Chicken Curry, Devilled Chicken, Ginger Chicken","Chicken Biryani with Chicken Curry, Chicken Curry, Devilled Chicken, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion,  Ginger,  Chillies","400.0, 200.0, 80.0, 55.0, 12.0, 430.0, 70.0, 10.0, 20.0, 40.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLK012"
Vegetable Biryani,"Chicken Curry, Devilled Fish, Devilled Beef","Vegetable Biryani with Chicken Curry, Devilled Fish, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, Onion, Beef,  Oil,  chillies","300.0, 60.0, 60.0, 30.0, 24.0, 7.800000000000001, 120.0, 30.0, 100.0, 10.0, 10.0, 40.0, 80.0, 30.0, 5.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLH016, SLJ002"
Vegetable Biryani,"Devilled Chicken, Devilled Fish, Ginger Chicken","Vegetable Biryani with Devilled Chicken, Devilled Fish, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Fish,  Ginger,  Chillies","300.0, 60.0, 60.0, 30.0, 9.0, 7.800000000000001, 200.0, 25.0, 40.0, 100.0, 100.0, 25.0, 10.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLK002, SLF006, SLK012"
Vegetable Biryani,"Chicken Curry, Devilled Fish, Chickpea Salad","Vegetable Biryani with Chicken Curry, Devilled Fish, Chickpea Salad","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, Onion, Chickpeas,  Carrot,  Cabbage","300.0, 60.0, 60.0, 30.0, 24.0, 7.800000000000001, 120.0, 30.0, 100.0, 10.0, 10.0, 40.0, 60.0, 30.0, 30.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLI013, SLD021"
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Ginger Chicken","Vegetable Biryani with Chicken Curry, Devilled Chicken, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion,  Ginger,  Chillies","300.0, 60.0, 60.0, 30.0, 24.0, 7.800000000000001, 270.0, 30.0, 10.0, 20.0, 40.0, 25.0, 10.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLI005, SLK002, SLK012"
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Ginger Chicken","Vegetable Biryani with Chicken Curry, Devilled Chicken, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion,  Ginger,  Chillies","300.0, 60.0, 60.0, 30.0, 24.0, 7.800000000000001, 270.0, 30.0, 10.0, 20.0, 40.0, 25.0, 10.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLI005, SLK002, SLK012"
Vegetable Biryani,"Devilled Fish, Ginger Chicken, Ginger Chicken","Vegetable Biryani with Devilled Fish, Ginger Chicken, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, Onion, Chicken,  Ginger,  Chillies","300.0, 60.0, 60.0, 30.0, 9.0, 7.800000000000001, 150.0, 15.0, 15.0, 60.0, 150.0, 75.0, 30.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLF006, SLK002, SLH006, SLK012"
Vegetable Biryani,"Devilled Chicken, Ginger Chicken, Devilled Beef","Vegetable Biryani with Devilled Chicken, Ginger Chicken, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion,  Ginger,  Chillies, Beef,  Oil,  chillies","300.0, 60.0, 60.0, 30.0, 9.0, 7.800000000000001, 250.0, 15.0, 30.0, 60.0, 50.0, 20.0, 80.0, 30.0, 5.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLK002, SLK012, SLH016, SLJ002"
Vegetable Biryani,"Chicken Curry, Ginger Chicken, Devilled Beef","Vegetable Biryani with Chicken Curry, Ginger Chicken, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Beef,  Oil,  chillies","300.0, 60.0, 60.0, 30.0, 24.0, 7.800000000000001, 220.0, 30.0, 50.0, 20.0, 80.0, 30.0, 5.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLI005, SLK012, SLK002, SLH016, SLJ002"
Vegetable Biryani,"Chicken Curry, Devilled Fish, Devilled Beef","Vegetable Biryani with Chicken Curry, Devilled Fish, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, Onion, Beef,  Oil,  chillies","300.0, 60.0, 60.0, 30.0, 24.0, 7.800000000000001, 120.0, 30.0, 100.0, 10.0, 10.0, 40.0, 80.0, 30.0, 5.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLH016, SLJ002"
Vegetable Biryani,"Devilled Chicken, Devilled Fish, Chickpea Salad","Vegetable Biryani with Devilled Chicken, Devilled Fish, Chickpea Salad","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Fish, Chickpeas,  Carrot,  Cabbage","300.0, 60.0, 60.0, 30.0, 9.0, 7.800000000000001, 150.0, 25.0, 40.0, 100.0, 100.0, 60.0, 30.0, 30.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLK002, SLF006, SLI013, SLD021"
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Chickpea Salad, Ginger Chicken","Vegetable Biryani with Chicken Curry, Devilled Chicken, Chickpea Salad, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion, Chickpeas,  Carrot,  Cabbage,  Ginger,  Chillies","400.0, 80.0, 80.0, 40.0, 32.0, 10.4, 360.0, 40.0, 15.0, 30.0, 60.0, 120.0, 60.0, 60.0, 25.0, 10.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLI005, SLK002, SLI013, SLD021, SLK012"
Vegetable Biryani,"Chicken Curry, Chicken Curry, Chickpea Salad, Ginger Chicken","Vegetable Biryani with Chicken Curry, Chicken Curry, Chickpea Salad, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Chickpeas,  Carrot,  Cabbage,  Ginger,  Chillies","400.0, 80.0, 80.0, 40.0, 47.0, 10.4, 330.0, 70.0, 120.0, 60.0, 60.0, 25.0, 10.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLI005, SLI013, SLD021, SLK012, SLK002"
Vegetable Biryani,"Ginger Chicken, Chickpea Salad, Devilled Beef, Ginger Chicken","Vegetable Biryani with Ginger Chicken, Chickpea Salad, Devilled Beef, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies","400.0, 80.0, 80.0, 40.0, 12.0, 10.4, 250.0, 125.0, 50.0, 180.0, 90.0, 90.0, 160.0, 60.0, 10.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLK012, SLK002, SLI013, SLD021, SLH016, SLJ002"
Vegetable Biryani,"Devilled Chicken, Devilled Fish, Ginger Chicken, Ginger Chicken","Vegetable Biryani with Devilled Chicken, Devilled Fish, Ginger Chicken, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Fish,  Ginger,  Chillies","400.0, 80.0, 80.0, 40.0, 12.0, 10.4, 350.0, 35.0, 55.0, 140.0, 150.0, 75.0, 30.0","SLA008, SLB002,  SLD055, SLD060, , SLK006, SLK009, SLH006, SLK002, SLF006, SLK012"
